ADRECS_ID,ADR_ID,ADR_TERM,ADR_SYNONYMS,MEDDRA_CODE
12.03.01.046,BADD_A06627,Toxicity to various agents,"Anti-infective agent toxicity | Barbiturate intoxication | Barbiturate intoxication (NOS) | Bromide intoxication | Brominism | Bromism | Digitalis intoxication | Digitalis intoxication (NOS) | Digitalis toxicity | Digoxin effect | Digoxin toxicity | Drug intoxication | Drug reactions and intoxications specific to newborn | Drug toxicity | Drug toxicity (NOS) | Drug toxicity NOS | Immunosuppressant intoxication | Iodide intoxication | Iodism | Iodism symptom | Late effect of poisoning due to drug, medicament or biological substance | Late effect of poisoning due to drug, medicinal or biological substance | Lithium poisoning | Opiate toxicity | Pathological drug intoxication | Poisoning by acidifying agents | Poisoning by adrenal cortical steroids | Poisoning by agents primarily acting on the smooth and skeletal muscle and respiratory system | Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system | Poisoning by agents primarily affecting blood constituents | Poisoning by agents primarily affecting skin and mucous memb, ophth, oto/rhin/lary, and den drugs | Poisoning by agents primarily affecting the cardiovascular system | Poisoning by agents primarily affecting the CVS | Poisoning by agents primarily affecting the gastrointestinal system | Poisoning by agents primarily affecting the gut | Poisoning by alcohol deterrents | Poisoning by alkalizing agents | Poisoning by analeptics | Poisoning by analgesics, antipyretics, and antirheumatic drugs | Poisoning by analgesics, antipyretics, and antirheumatics | Poisoning by androgens and anabolic congeners | Poisoning by antacids and antigastric secretion drugs | Poisoning by anterior pituitary hormones | Poisoning by anthelminthics | Poisoning by anthelmintics | Poisoning by anti-common cold drugs | Poisoning by anti-common-cold drugs | Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat | Poisoning by anti-Parkinsonism drugs | Poisoning by antiallergic and antiemetic drugs | Poisoning by antiasthmatics | Poisoning by antibiotic drugs | Poisoning by antibiotics | Poisoning by anticoagulant antagonists and other coagulants | Poisoning by anticoagulants | Poisoning by anticonvulsants and anti-Parkinsonism drugs | Poisoning by antidepressants | Poisoning by antidiarrheal drugs | Poisoning by antidiarrhoeal drugs | Poisoning by antidotes and chelating agents, not elsewhere classified | Poisoning by antifungal antibiotics | Poisoning by antilipemic and antiarteriosclerotic drugs | Poisoning by antimalarials and drugs acting on other blood protozoa | Poisoning by antineoplastic and immunosuppressive drugs | Poisoning by antineoplastic antibiotics | Poisoning by antipruritics | Poisoning by antirheumatics (antiphlogistics) | Poisoning by antithyroid agents | Poisoning by antitussives | Poisoning by antivaricose drugs, including sclerosing agents | Poisoning by antiviral drugs | Poisoning by aromatic analgesics, not elsewhere classified | Poisoning by arsenical anti-infectives | Poisoning by bacterial vaccines | Poisoning by barbiturates | Poisoning by BCG vaccine | Poisoning by benzodiazepine-based tranquilizers | Poisoning by benzodiazepine-based tranquillizers | Poisoning by bromine compounds | Poisoning by butyrophenone-based tranquilizers | Poisoning by butyrophenone-based tranquillizers | Poisoning by capillary-active drugs | Poisoning by carbonic acid anhydrase inhibitors | Poisoning by cardiac rhythm regulators | Poisoning by cardiotonic glycosides and drugs of similar action | Poisoning by central nervous system muscle-tone depressants | Poisoning by central nervous system stimulants | Poisoning by chloral hydrate group | Poisoning by chloramphenicol group | Poisoning by cholera vaccine | Poisoning by coronary vasodilators | Poisoning by dental drugs topically applied | Poisoning by dietetics | Poisoning by digestants | Poisoning by diphtheria vaccine | Poisoning by drugs primarily affecting the ANS",10070863
12.07.01.008,BADD_A02363,Instillation site pain,Instillation site pain | Instillation site allodynia | Instillation site tenderness,10022459
12.07.01.017,BADD_A00305,Application site anaesthesia,Anesthesia application site | Application site anaesthesia | Application site anesthesia | Anaesthesia application site,10003033
12.07.01.023,BADD_A04911,Application site hyperaesthesia,Application site hyperaesthesia | Application site hyperalgesia | Application site hyperesthesia,10050100
12.07.01.026,BADD_A04912,Application site paraesthesia,Application site paresthesia | Application site paraesthesia,10050103
12.07.01.045,BADD_A06758,Application site hypoaesthesia,Application site hypalgesia | Application site numbness | Application site hypoaesthesia | Application site hypoesthesia,10074585
12.07.01.067,BADD_A10215,Instillation site paraesthesia,Instillation site abnormal sensation | Instillation site paraesthesia | Instillation site paresthesia,10073558
12.07.02.048,BADD_A10134,Implant site hypoaesthesia,Implant site hypoaesthesia | Implant site numbness | Implant site hypoesthesia,10073412
12.07.02.059,BADD_A10145,Implant site paraesthesia,Implant site paraesthesia | Implant site paresthesia,10063783
12.07.03.001,BADD_A02328,Injection site erythema,Injection site erythema | Injection site redness | Injection site vascular redness | Injection site hyperaemia | Injection site hyperemia,10022061
12.07.03.011,BADD_A02343,Injection site pain,Injection site burning | Injection site pain | Injection site tenderness | Injection site vascular pain | Pain injection site | Pain during injection | Allodynia injection site | Injection site stinging | Injection site muscle pain,10022086
12.07.03.049,BADD_A02344,Injection site paraesthesia,Injection site paraesthesia | Injection site parasthesia | Injection site paresthesia | Injection site tingling,10022088
12.07.03.055,BADD_A10189,Injection site anaesthesia,Anesthesia injection site | Injection site anaesthesia | Injection site anesthesia | Anaesthesia injection site,10022046
12.07.03.059,BADD_A10193,Injection site hyperaesthesia,Injection site hyperaesthesia | Injection site hyperesthesia,10073418
12.07.03.060,BADD_A10194,Injection site hypoaesthesia,Injection site hypesthesia | Injection site numbness | Injection site hypalgesia | Injection site hypaesthesia | Injection site hypoaesthesia | Injection site hypoesthesia,10074586
12.07.05.016,BADD_A06312,Infusion site paraesthesia,Infusion site paraesthesia | Infusion site paresthesia,10065485
12.07.05.030,BADD_A10176,Infusion site hypoaesthesia,Infusion site hypoesthesia | Infusion site hypalgesia | Infusion site hypesthesia | Infusion site numbness | Infusion site hypoaesthesia | Infusion site hypaesthesia,10065984
12.07.05.039,BADD_A11230,Infusion site dysaesthesia,Infusion site dysaesthesia | Infusion site dysesthesia,10076067
13.17.01.011,BADD_A05703,Analgesic drug level,Acetaminophen | Paracetamol | Salicylate | Analgesic drug level | Acetominophen | Hydroxyacetanilide | APAP | p-Acetamidophenol | p-Hydroxyacetanilide | N-(4-Hydroxyphenyl)acetanilide | Acetamidophenol | N-Acetyl-p-aminophenol | Acephen | Acetaco | Tylenol | Anacin-3 | Anacin 3 | Anacin3 | Datril | Panadol | Acamol | Algotropyl,10060090
14.03.01.007,BADD_A02137,Hyperphagia,Excessive eating | Hyperphagia | Markedly increased food intake | Other hyperalimentation | Polyphagia | Markedly increased dietary intake | Overeating | Polyphagias,10020710
14.03.02.009,BADD_A03103,Obesity,"Adiposis | Gross obesity | Morbid obesity | Obesity | Obesity and other hyperalimentation | Obesity, unspecified | Other obesity and hyperalimentation | Adipositas | Adipositas per magna | Adipositas permagna | Childhood obesity",10029883
14.05.04.006,BADD_A07297,Hyperaldosteronism,"Aldosteronism | Aldosteronism NOS | Hyperaldosteronism | Hyperaldosteronemia | Hyperaldosteronaemia | Conn Syndrome | Syndrome, Conn | Primary Hyperaldosteronism | Hyperaldosteronism, Primary | Conn's Syndrome | Conns Syndrome | Syndrome, Conn's",10020571
14.05.04.010,BADD_A07599,Primary hyperaldosteronism,"Conn's syndrome | Primary hyperaldosteronism | Hyperaldosteronism | Aldosteronism | Conn Syndrome | Syndrome, Conn | Primary Hyperaldosteronism | Hyperaldosteronism, Primary | Conn's Syndrome | Conns Syndrome | Syndrome, Conn's",10036692
14.05.04.013,BADD_A10786,Pseudoaldosteronism,"Pseudo aldosteronism | Pseudoaldosteronism | Pseudohyperaldosteronism | Liddle Syndrome | Syndrome, Liddle",10037113
14.10.01.001,BADD_A02108,Hyperammonaemia,Hyperammonaemia | Hyperammonemia,10020575
14.10.01.006,BADD_A06429,Hyperammonaemic encephalopathy,Hyperammonaemic encephalopathy | Hyperammonemic encephalopathy,10067327
14.10.01.007,BADD_A05608,Hyperalbuminaemia,Hyperalbuminaemia | Hyperalbuminemia,10058819
14.10.01.008,BADD_A09212,Hyperammonaemic crisis,Hyperammonaemic crisis | Hyperammonemic crisis,10073509
14.11.01.003,BADD_A06139,Hyperamylasaemia,Hyperamylasaemia | Hyperamylasemia | Macroamylasemia,10062770
14.11.01.009,BADD_A02105,Hyperadrenocorticism,"Adrenal cortex activity increased | Adrenal cortex hyperfunction | Adrenal hypercorticism | Hyperadrenalcorticalism | Hyperadrenocorticalism | Hyperadrenocorticism | Hypercorticism adrenal | Hypercorticoidism | Hypercortisolism | Hypercortisonism | Other corticoadrenal overactivity | Hypercortisolaemia | Hypercortisolemia | Adrenocortical Hyperfunction | Hyperfunction, Adrenocortical | Hypercorticism | Adrenal Gland Hyperfunction | Hyperfunction, Adrenal Gland | Hyperadrenalism",10020564
14.11.01.028,BADD_A07296,Hyperadrenalism,"Hyperadrenalism | Adrenocortical Hyperfunction | Hyperfunction, Adrenocortical | Hypercorticism | Hyperadrenocorticism | Adrenal Gland Hyperfunction | Hyperfunction, Adrenal Gland",10020562
14.11.01.040,BADD_A07381,Macroamylasaemia,Macroamylasaemia | Macroamylasemia | Hyperamylasemia,10025376
17.01.02.002,BADD_A00129,Akathisia,"Acathesia | Akathisia | Motor restlessness | Motor unrest compulsive | Akathisia aggravated | Acathisia | Psychomotor Agitation | Restlessness | Psychomotor Hyperactivity | Hyperactivity, Psychomotor | Psychomotor Restlessness | Restlessness, Psychomotor | Agitation, Psychomotor | Excitement, Psychomotor | Psychomotor Excitement",10001540
17.01.02.008,BADD_A02127,Hyperkinesia,"Hyperkinesia | Hyperkinesis | Hyperkinetic reaction | Hyperkinetic Movements | Hyperkinetic Movement | Movement, Hyperkinetic | Movements, Hyperkinetic | Hyperactivity, Motor | Motor Hyperactivity | Hyperkinesia, Generalized | Generalized Hyperkinesia | Generalized Hyperkinesias | Hyperkinesias, Generalized",10020651
17.01.02.011,BADD_A03619,Psychomotor hyperactivity,"Activity motor exaggerated | Behavior hyperactive | Behaviour hyperactive | Hyper | Hyperactive | Hyperactivity | Increased activity | Irritable hyperkinesis | Motor activity exaggerated | Muscular hyperactivity | Overactive | Overactivity | Pedaling | Psychomotor excitability | Psychomotor hyperactivity | Psychomotor restlessness | Psychomotor agitation | Psychomotor Agitation | Restlessness | Psychomotor Hyperactivity | Hyperactivity, Psychomotor | Psychomotor Restlessness | Restlessness, Psychomotor | Agitation, Psychomotor | Excitement, Psychomotor | Psychomotor Excitement | Akathisia",10037211
17.02.04.011,BADD_A01177,Delayed recovery from anaesthesia,"Arousal retardation | Delayed recovery from anaesthesia | Delayed recovery from anaesthetic | Delayed recovery from anesthesia | Drowsiness prolonged postoperative | Postanaesthetic sleep | Delayed recovery from anesthetic | Post anesthetic sleep | Post anaesthetic sleep | Delayed Emergence from Anesthesia | Delayed Awakening, Post-Procedural | Delayed Awakening, Post Procedural | Delayed Awakenings, Post-Procedural | Post-Procedural Delayed Awakening | Post-Procedural Delayed Awakenings | Delayed Awakening, Post-Anesthesia | Awakening, Post-Anesthesia Delayed | Awakenings, Post-Anesthesia Delayed | Delayed Awakening, Post Anesthesia | Delayed Awakenings, Post-Anesthesia | Post-Anesthesia Delayed Awakening | Post-Anesthesia Delayed Awakenings | Delayed Recovery from Anesthesia | Delayed Regaining of Consciousness | Delayed Return of Consciousness | Residual Paralysis, Post-Anesthesia | Paralyses, Post-Anesthesia Residual | Paralysis, Post-Anesthesia Residual | Post-Anesthesia Residual Paralyses | Post-Anesthesia Residual Paralysis | Residual Paralyses, Post-Anesthesia | Residual Paralysis, Post Anesthesia | Delayed Awakening from Anesthesia | Postoperative Residual Curarization | Curarization, Postoperative Residual | Curarizations, Postoperative Residual | Postoperative Residual Curarizations | Residual Curarization, Postoperative | Residual Curarizations, Postoperative | Postoperative Residual Weakness | Postoperative Residual Weaknesses | Residual Weakness, Postoperative | Residual Weaknesses, Postoperative | Weakness, Postoperative Residual | Weaknesses, Postoperative Residual | Residual Block | Block, Residual | Blocks, Residual | Residual Blocks | Postoperative Residual Curarisation | Postoperative Residual Curarisations | Residual Curarisation, Postoperative | Residual Curarisations, Postoperative | Residual Neuromuscular Block | Block, Residual Neuromuscular | Blocks, Residual Neuromuscular | Neuromuscular Block, Residual | Neuromuscular Blocks, Residual | Residual Neuromuscular Blocks | Residual Neuromuscular Blockade | Blockade, Residual Neuromuscular | Blockades, Residual Neuromuscular | Neuromuscular Blockade, Residual | Neuromuscular Blockades, Residual | Residual Neuromuscular Blockades",10012206
17.02.05.021,BADD_A03825,Restlessness,"Marked restlessness | Muscular unrest | Physically restless | Restless | Restlessness | Restlessness (drug related) | Restlessness (phenothiazine) | Restlessness marked | Unrest | Restlessness aggravated | Inner restlessness | Psychomotor Agitation | Psychomotor Hyperactivity | Hyperactivity, Psychomotor | Psychomotor Restlessness | Restlessness, Psychomotor | Agitation, Psychomotor | Excitement, Psychomotor | Psychomotor Excitement | Akathisia",10038743
17.02.06,BADD_A03293,Paraesthesias and dysaesthesias,Not Available,10033788
17.02.06.003,BADD_A01358,Dysaesthesia,"Dysaesthesia | Dysesthesia thigh | Dysesthesia extremity | Dysaesthesia NEC | Dysaesthesia extremity | Dysaesthesia thigh | Dysesthesia | Cheiro-oral syndrome | Zonesthesia | Zonaesthesia | Dysaesthesia of upper extremity | Dysesthesia of upper extremity | Dysesthesia of lower extremity | Dysaesthesia of lower extremity | Skin dysaesthesia | Skin dysesthesia | Paresthesia | Paresthesias | Dysesthesias | Paresthesia, Painful | Painful Paresthesia | Painful Paresthesias | Paresthesias, Painful | Paresthesia, Distal | Distal Paresthesia | Distal Paresthesias | Paresthesias, Distal | Formication | Formications",10013886
17.02.06.004,BADD_A02107,Hyperaesthesia,"Hyperaesthesia | Hyperaesthesia skin | Hyperaesthesia symmetric of limbs | Hyperalgesia | Hyperasthesia | Hyperesthesia | Hyperesthesia skin | Hypersensation skin | Increased skin sensitivity | Touch sensitivity increased | Nipple hyperesthesia | Nipple hyperaesthesia | Hyperesthesia symmetric of limbs | Hyperaesthesia of feet | Hyperesthesia of feet | Scalp hyperaesthesia | Scalp hyperesthesia | Periorbital hyperaesthesia | Periorbital hyperesthesia | Hyperalgesias | Hyperalgesic Sensations | Hyperalgesia, Primary | Hyperalgesias, Primary | Hyperalgesia, Secondary | Hyperalgesias, Secondary | Mechanical Allodynia | Allodynias, Mechanical | Hyperalgesia, Mechanical | Hyperalgesias, Mechanical | Mechanical Hyperalgesia | Allodynia, Mechanical | Tactile Allodynia | Allodynias, Tactile | Hyperalgesia, Tactile | Hyperalgesias, Tactile | Allodynia, Tactile | Allodynia | Hyperalgesia, Thermal | Hyperalgesias, Thermal | Thermal Hyperalgesia | Thermal Allodynia | Allodynia, Thermal | Allodynias, Thermal",10020568
17.02.06.005,BADD_A03292,Paraesthesia,"Abnormal touch sensation | Acroparaesthesia | Disturbance of skin sensation | Drawing neck | Facial paraesthesia | Paraesthesia | Paraesthesia distal | Paraesthesia generalised | Paraesthesia NEC | Paraesthesia of fingers | Paraesthesia of limbs | Paraesthesia skin | Parasthesia | Parasthesiae distal | Parasthesiae skin | Paresthesia | Paresthesia distal | Paresthesia skin | Pins and needles | Pricking skin sensation | Prickling of hand | Tingling | Tingling feet/hands | Tingling sensation | Tingling skin | Paraesthesia of scalp | Paraesthesia hand | Paraesthesia foot | Paraesthesia upper limb | Paraesthesia lower limb | Paresthesia foot | Paresthesia generalized | Paresthesia hand | Paresthesia lower limb | Paresthesia of fingers | Paresthesia of limbs | Paresthesia of scalp | Paresthesia upper limb | Facial paresthesia | Acroparesthesia | Tingling of extremity | Localized tingling | Localised tingling | Paraesthesia aggravated | Paresthesia aggravated | Ascending paraesthesia | Ascending paresthesia | Brachialgia statica paresthetica | Brachialgia statica paraesthetica | Periorbital paraesthesia | Periorbital paresthesia | Paresthesias | Dysesthesia | Dysesthesias | Paresthesia, Painful | Painful Paresthesia | Painful Paresthesias | Paresthesias, Painful | Paresthesia, Distal | Distal Paresthesia | Distal Paresthesias | Paresthesias, Distal | Formication | Formications",10033775
17.02.06.008,BADD_A05493,Paraesthesia oral,Circumoral paresthesia | Mouth paresthesia | Paraesthesia circumoral | Paraesthesia mouth | Paraesthesia oral NOS | Paraesthesia tongue | Parasthesiae circumoral | Paresthesia circumoral | Paresthesia mouth | Tongue abnormal feeling of | Paraesthesia lips | Paraesthesia gingival | Tingling mouth | Tingling lips | Paresthesia lips | Tingling tongue | Tingling gum | Tingling gingival | Paraesthesia gum | Paresthesia gingival | Paresthesia gum | Paresthesia oral | Paresthesia tongue | Paraesthesia oral | Perioral tingling | Perioral paraesthesia | Perioral paresthesia,10057372
17.02.06.010,BADD_A00305,Application site anaesthesia,Anesthesia application site | Application site anaesthesia | Application site anesthesia | Anaesthesia application site,10003033
17.02.06.011,BADD_A04911,Application site hyperaesthesia,Application site hyperaesthesia | Application site hyperalgesia | Application site hyperesthesia,10050100
17.02.06.012,BADD_A04912,Application site paraesthesia,Application site paresthesia | Application site paraesthesia,10050103
17.02.06.017,BADD_A06130,Dysaesthesia pharynx,Dysaesthesia pharynx | Dysesthesia pharynx | Laryngopharyngeal dysesthesia | Laryngopharyngeal dysaesthesia,10062665
17.02.06.019,BADD_A02177,Hypoaesthesia eye,Analgesia of cornea | Corneal anesthesia and hypoesthesia | Corneal sensitivity decreased | Hypoaesthesia cornea | Hypoaesthesia eye | Hypoesthesia eye | Hypoesthesia cornea | Eye numbness,10020939
17.02.06.021,BADD_A05492,Hypoaesthesia oral,Hypoaesthesia oral NOS | Hypoaesthesia tongue | Numbness circumoral | Numbness of lip | Numbness of mouth angular | Numbness of tongue | Numbness oral | Numbness perioral | Perioral numbness | Tongue tip numbness of | Hypoaesthesia lips | Hypoaesthesia gingival | Numbness mouth | Numb mouth | Numb lips | Numbness lips | Hypoaesthesia gum | Numbness gum | Numbness gingival | Hypoesthesia gingival | Hypoesthesia lips | Hypoesthesia oral | Hypoesthesia tongue | Hypoaesthesia oral | Hypoesthesia gum,10057371
17.02.06.023,BADD_A02176,Hypoaesthesia,"Body numbness | Hypalgesia | Hypesthesia | Hypoaesthesia | Hypoalgesia | Hypoesthesia | Hypoesthesia of gloves-socks type | Localised numbness | Numbness | Numbness along 7th cranial nerve | Numbness along L 7th cranial nerve | Numbness facial | Numbness generalized | Numbness in back of head | Numbness in face | Numbness in fingers | Numbness in hands, forearms, elbows | Numbness in leg | Numbness in shoulder | Numbness localised | Numbness localized | Numbness of fingers | Numbness of head | Numbness of limbs | Numbness of limbs-trunk | Numbness of lower extremities | Numbness of upper arm | Numbness of upper extremities | Scalp numbness | Tactile sense reduced | Numbness of extremities | Numbness in hand | Numbness in toes | Numbness in feet | Hypoaesthesia facial | Hypaesthesia | Numbness generalised | Neck numbness | Nipple hypoesthesia | Nipple hypoaesthesia | Buttock numbness | Skin hypoaesthesia | Skin hypoesthesia | Periorbital hypoaesthesia | Periorbital hypoesthesia | Jaw numbness | Hypoesthesia facial | Ear numbness | Hypesthesias | Hypoesthesias | Reduced Sensation | Reduced Sensations | Sensation, Reduced | Sensations, Reduced | Hypesthesia, Tactile | Hypesthesias, Tactile | Tactile Hypesthesia | Tactile Hypesthesias | Impaired Sensation | Impaired Sensations | Sensation, Impaired | Sensations, Impaired | Hypesthesia, Thermal | Hypesthesias, Thermal | Thermal Hypesthesia | Thermal Hypesthesias",10020937
17.02.06.026,BADD_A06312,Infusion site paraesthesia,Infusion site paraesthesia | Infusion site paresthesia,10065485
17.02.06.027,BADD_A06758,Application site hypoaesthesia,Application site hypalgesia | Application site numbness | Application site hypoaesthesia | Application site hypoesthesia,10074585
17.02.06.028,BADD_A06541,Genital hypoaesthesia,Hypoaesthesia of genital male | Hypoesthesia of genital male | Hypoesthesia of penis | Hypoaesthesia of penis | Genital hypoaesthesia | Genital hypoesthesia | Vulvovaginal hypoaesthesia | Vulvovaginal hypoesthesia | Penile numbness | Scrotal hypoaesthesia | Scrotal hypoesthesia,10068912
17.02.06.029,BADD_A02344,Injection site paraesthesia,Injection site paraesthesia | Injection site parasthesia | Injection site paresthesia | Injection site tingling,10022088
17.02.06.030,BADD_A06412,Intranasal hypoaesthesia,Intranasal numbness | Intranasal hypoaesthesia | Intranasal hypoesthesia,10067068
